pattern_kind,diameter_mm,pitch_mm,pitch_to_diameter_ratio,first_order_ghost_angle_arcmin,geometry_ok,topology_ok
triangular_packing,0.6353883327016112,6.48955841444391,10.213530970659974,66.92837544922436,True,True
triangular_packing,0.6353883327016112,7.999999999999998,12.590725369452022,82.50592249883853,True,True
triangular_packing,0.6989271659717724,1.5,2.146146369792959,15.46986046853223,True,True
triangular_packing,0.6989271659717724,1.8491242752806438,2.6456609004597262,19.070463018378224,True,True
triangular_packing,0.6989271659717724,2.2795070569547775,3.261437196800618,23.509104072083304,True,True
triangular_packing,0.6989271659717724,2.8100612231257442,4.020535128604851,28.980836686525517,True,True
triangular_packing,0.6989271659717724,3.464101615137754,4.95631273728121,35.72611242333212,True,True
triangular_packing,0.6989271659717724,4.270369592393405,6.109892132259562,44.041347828925886,True,True
triangular_packing,0.6989271659717724,5.264296051809969,7.531966574071579,54.29195025769688,True,True
triangular_packing,0.6989271659717724,6.48955841444391,9.285028155145431,66.92837544922436,True,True
triangular_packing,0.6989271659717724,7.999999999999998,11.44611397222911,82.50592249883853,True,True
triangular_packing,0.7624659992419335,1.5,1.967300838976879,15.46986046853223,True,True
triangular_packing,0.7624659992419335,1.8491242752806438,2.425189158754749,19.070463018378224,True,True
triangular_packing,0.7624659992419335,2.2795070569547775,2.9896507637339,23.509104072083304,True,True
triangular_packing,0.7624659992419335,2.8100612231257442,3.6854905345544475,28.980836686525517,True,True
triangular_packing,0.7624659992419335,3.464101615137754,4.5432866758411095,35.72611242333212,True,True
triangular_packing,0.7624659992419335,4.270369592393405,5.600734454571265,44.041347828925886,True,True
triangular_packing,0.7624659992419335,5.264296051809969,6.904302692898948,54.29195025769688,True,True
triangular_packing,0.7624659992419335,6.48955841444391,8.511275808883312,66.92837544922436,True,True
triangular_packing,0.7624659992419335,7.999999999999998,10.492271141210018,82.50592249883853,True,True
hexagonal_packing,0.508310666161289,1.5,2.9509512584653184,15.46986046853223,True,True
hexagonal_packing,0.508310666161289,1.8491242752806438,3.637783738132124,19.070463018378224,True,True
hexagonal_packing,0.508310666161289,2.2795070569547775,4.48447614560085,23.509104072083304,True,True
hexagonal_packing,0.508310666161289,2.8100612231257442,5.528235801831672,28.980836686525517,True,True
hexagonal_packing,0.508310666161289,3.464101615137754,6.814930013761665,35.72611242333212,True,True
hexagonal_packing,0.508310666161289,4.270369592393405,8.401101681856899,44.041347828925886,True,True
hexagonal_packing,0.508310666161289,5.264296051809969,10.356454039348423,54.29195025769688,True,True
hexagonal_packing,0.508310666161289,6.48955841444391,12.76691371332497,66.92837544922436,True,True
hexagonal_packing,0.508310666161289,7.999999999999998,15.738406711815028,82.50592249883853,True,True
hexagonal_packing,0.5718494994314501,1.5,2.623067785302505,15.46986046853223,True,True
hexagonal_packing,0.5718494994314501,1.8491242752806438,3.2335855450063318,19.070463018378224,True,True
hexagonal_packing,0.5718494994314501,2.2795070569547775,3.986201018311866,23.509104072083304,True,True
hexagonal_packing,0.5718494994314501,2.8100612231257442,4.9139873794059294,28.980836686525517,True,True
hexagonal_packing,0.5718494994314501,3.464101615137754,6.057715567788146,35.72611242333212,True,True
hexagonal_packing,0.5718494994314501,4.270369592393405,7.467645939428353,44.041347828925886,True,True
hexagonal_packing,0.5718494994314501,5.264296051809969,9.205736923865263,54.29195025769688,True,True
hexagonal_packing,0.5718494994314501,6.48955841444391,11.348367745177748,66.92837544922436,True,True
hexagonal_packing,0.5718494994314501,7.999999999999998,13.98969485494669,82.50592249883853,True,True
hexagonal_packing,0.6353883327016112,1.5,2.360761006772255,15.46986046853223,True,True
hexagonal_packing,0.6353883327016112,1.8491242752806438,2.910226990505699,19.070463018378224,True,True
hexagonal_packing,0.6353883327016112,2.2795070569547775,3.58758091648068,23.509104072083304,True,True
hexagonal_packing,0.6353883327016112,2.8100612231257442,4.422588641465337,28.980836686525517,True,True
hexagonal_packing,0.6353883327016112,3.464101615137754,5.451944011009331,35.72611242333212,True,True
hexagonal_packing,0.6353883327016112,4.270369592393405,6.720881345485519,44.041347828925886,True,True
hexagonal_packing,0.6353883327016112,5.264296051809969,8.285163231478737,54.29195025769688,True,True
hexagonal_packing,0.6353883327016112,6.48955841444391,10.213530970659974,66.92837544922436,True,True
hexagonal_packing,0.6353883327016112,7.999999999999998,12.590725369452022,82.50592249883853,True,True
hexagonal_packing,0.6989271659717724,1.5,2.146146369792959,15.46986046853223,True,True
hexagonal_packing,0.6989271659717724,1.8491242752806438,2.6456609004597262,19.070463018378224,True,True
hexagonal_packing,0.6989271659717724,2.2795070569547775,3.261437196800618,23.509104072083304,True,True
hexagonal_packing,0.6989271659717724,2.8100612231257442,4.020535128604851,28.980836686525517,True,True
hexagonal_packing,0.6989271659717724,3.464101615137754,4.95631273728121,35.72611242333212,True,True
hexagonal_packing,0.6989271659717724,4.270369592393405,6.109892132259562,44.041347828925886,True,True
hexagonal_packing,0.6989271659717724,5.264296051809969,7.531966574071579,54.29195025769688,True,True
hexagonal_packing,0.6989271659717724,6.48955841444391,9.285028155145431,66.92837544922436,True,True
hexagonal_packing,0.6989271659717724,7.999999999999998,11.44611397222911,82.50592249883853,True,True
hexagonal_packing,0.7624659992419335,1.5,1.967300838976879,15.46986046853223,True,True
hexagonal_packing,0.7624659992419335,1.8491242752806438,2.425189158754749,19.070463018378224,True,True
hexagonal_packing,0.7624659992419335,2.2795070569547775,2.9896507637339,23.509104072083304,True,True
hexagonal_packing,0.7624659992419335,2.8100612231257442,3.6854905345544475,28.980836686525517,True,True
hexagonal_packing,0.7624659992419335,3.464101615137754,4.5432866758411095,35.72611242333212,True,True
hexagonal_packing,0.7624659992419335,4.270369592393405,5.600734454571265,44.041347828925886,True,True
hexagonal_packing,0.7624659992419335,5.264296051809969,6.904302692898948,54.29195025769688,True,True
hexagonal_packing,0.7624659992419335,6.48955841444391,8.511275808883312,66.92837544922436,True,True
hexagonal_packing,0.7624659992419335,7.999999999999998,10.492271141210018,82.50592249883853,True,True
